,PLOT ID,rows,ranges,Block,Rep,Group,Trt,year,genotype,note,Calibration,ASD,leaf_length,leaf_width,ear_height,flag_leaf,plant_height,Row,Ran.,Leaf Length 1,Leaf Width 1,Leaf Length 2,Leaf Width 2,Ear Height 1,Flag Leaf Height 1,Plant Height 1,Ear Height 2,Flag Leaf Height 2,Plant Height 2,Yang Field Notes,Inbred or Hybrid?,Data missing?
680,2331,31,7,2,1,Inbred,LN,2022,BGEM-0018-S,BGEM_Tall_early,0.0,1.0,74.25,8.15,62.5,151.5,186.0,31,19,74.5,8.3,74.0,8.0,63.0,153.0,190.0,62.0,150.0,182.0,,Inbred,
681,2332,32,7,2,1,Inbred,LN,2022,BGEM-0215-N,BGEM_Tall_early,0.0,1.0,70.55,8.65,58.5,149.5,187.5,32,19,69.0,9.0,72.1,8.3,62.0,159.0,195.0,55.0,140.0,180.0,,Inbred,
682,2333,33,7,2,1,Inbred,LN,2022,BGEM-0081-S,BGEM_Tall_early,0.0,1.0,69.75,8.0,65.0,161.5,195.0,33,19,71.5,8.0,68.0,8.0,62.0,163.0,190.0,68.0,160.0,200.0,,Inbred,
683,2334,34,7,2,1,Inbred,LN,2022,BGEM-0317-S,BGEM_Tall_early,0.0,1.0,66.25,8.65,65.0,131.5,171.0,34,19,69.5,9.0,63.0,8.3,70.0,140.0,180.0,60.0,123.0,162.0,,Inbred,
684,2335,35,7,2,1,Inbred,LN,2022,Mo17,BGEM_Tall_early,0.0,1.0,54.15,8.0,57.5,126.0,165.0,35,19,53.0,8.0,55.3,8.0,60.0,130.0,170.0,55.0,122.0,160.0,,Inbred,
685,2336,36,7,2,1,Inbred,LN,2022,BGEM-0251-S,BGEM_Tall_early,0.0,2.0,69.75,7.65,60.0,144.5,181.5,36,19,60.5,6.8,79.0,8.5,50.0,129.0,161.0,70.0,160.0,202.0,,Inbred,
686,2337,37,7,2,1,Inbred,LN,2022,BGEM-0212-N,BGEM_Tall_early,0.0,2.0,63.85,6.3,65.5,154.0,185.5,37,19,64.5,6.0,63.2,6.6,70.0,158.0,189.0,61.0,150.0,182.0,,Inbred,
687,2338,38,7,2,1,Inbred,LN,2022,BGEM-0001-N,BGEM_Tall_early,0.0,2.0,58.0,7.75,58.5,151.5,199.0,38,19,55.5,7.7,60.5,7.8,55.0,155.0,190.0,62.0,148.0,208.0,,Inbred,
688,2339,39,7,2,1,Inbred,LN,2022,BGEM-0002-N,BGEM_Tall_early,,,56.5,6.699999999999999,57.0,144.0,178.5,39,19,57.6,6.8,55.4,6.6,60.0,140.0,175.0,54.0,148.0,182.0,,Inbred,
689,2340,40,7,2,1,Inbred,LN,2022,BGEM-0126-N,BGEM_Tall_early,0.0,1.0,69.75,8.65,74.5,159.5,195.5,40,19,71.0,9.0,68.5,8.3,77.0,159.0,191.0,72.0,160.0,200.0,,Inbred,
690,2341,41,7,2,1,Inbred,LN,2022,BGEM-0254-S,BGEM_Tall_early,0.0,2.0,71.0,8.35,61.5,156.5,181.5,41,19,72.5,8.7,69.5,8.0,62.0,152.0,193.0,61.0,161.0,170.0,,Inbred,
691,2342,42,7,2,1,Inbred,LN,2022,BGEM-0105-N,BGEM_Tall_early,0.0,2.0,71.0,6.85,60.0,155.5,194.5,42,19,72.0,7.1,70.0,6.6,62.0,158.0,198.0,58.0,153.0,191.0,,Inbred,
692,2343,43,7,2,1,Inbred,LN,2022,B73,BGEM_Tall_early,0.0,1.0,71.0,8.65,70.5,155.0,191.0,43,19,72.0,9.0,70.0,8.3,80.0,160.0,201.0,61.0,150.0,181.0,,Inbred,
693,2344,44,7,2,1,Inbred,LN,2022,BGEM-0248-N,BGEM_Tall_early,0.0,2.0,72.6,8.25,84.0,167.5,226.5,44,19,74.6,8.0,70.6,8.5,88.0,170.0,219.0,80.0,165.0,234.0,,Inbred,
694,2345,45,7,2,1,Inbred,LN,2022,BGEM-0044-S,BGEM_Tall_early,0.0,2.0,73.65,9.3,76.5,150.5,187.0,45,19,74.6,9.6,72.7,9.0,76.0,159.0,197.0,77.0,142.0,177.0,,Inbred,
695,2346,46,7,2,1,Inbred,LN,2022,BGEM-0005-N,BGEM_Tall_early,0.0,2.0,68.7,9.0,68.5,146.0,186.5,46,19,69.4,9.0,68.0,9.0,66.0,140.0,182.0,71.0,152.0,191.0,,Inbred,
696,2347,47,7,2,1,Inbred,LN,2022,BGEM-0006-S,BGEM_Tall_early,0.0,2.0,70.9,9.0,69.0,140.0,177.0,47,19,72.2,9.0,69.6,9.0,70.0,141.0,181.0,68.0,139.0,173.0,,Inbred,
697,2348,48,7,2,1,Inbred,LN,2022,BGEM-0133-S,BGEM_Tall_early,0.0,2.0,72.44999999999999,8.3,63.5,138.0,174.0,48,19,70.6,9.2,74.3,7.4,69.0,140.0,180.0,58.0,136.0,168.0,,Inbred,
698,2349,49,7,2,1,Inbred,LN,2022,BGEM-0098-S,BGEM_Tall_early,0.0,2.0,58.7,6.95,46.5,128.0,166.5,49,19,59.8,6.7,57.6,7.2,50.0,122.0,161.0,43.0,134.0,172.0,,Inbred,
699,2350,50,7,2,1,Inbred,LN,2022,Mo17,BGEM_Tall_early,0.0,2.0,56.7,8.5,57.5,141.5,186.5,50,19,53.9,8.0,59.5,9.0,72.0,142.0,190.0,43.0,141.0,183.0,,Inbred,
700,3001,1,1,3,2,Inbred,LN,2022,B73,BGEM_Tall_early,0.0,1.0,76.0,8.25,74.0,176.0,215.0,51,1,74.5,8.5,77.5,8.0,68.0,178.0,220.0,80.0,174.0,210.0,0,Inbred,
701,3002,2,1,3,2,Inbred,LN,2022,BGEM-0144-N,BGEM_Tall_early,0.0,1.0,60.9,7.5,86.5,171.5,213.0,52,1,58.0,7.5,63.8,7.5,90.0,169.0,210.0,83.0,174.0,216.0,0,Inbred,
702,3003,3,1,3,2,Inbred,LN,2022,BGEM-0236-S,BGEM_Tall_early,0.0,1.0,69.8,8.3,90.0,159.5,194.5,53,1,68.0,8.0,71.6,8.6,90.0,159.0,194.0,90.0,160.0,195.0,0,Inbred,
703,3004,4,1,3,2,Inbred,LN,2022,BGEM-0171-S,BGEM_Tall_early,0.0,1.0,74.65,7.6,79.5,157.0,196.5,54,1,75.8,7.7,73.5,7.5,90.0,159.0,193.0,69.0,155.0,200.0,0,Inbred,
704,3005,5,1,3,2,Inbred,LN,2022,BGEM-0198-S,BGEM_Tall_early,0.0,1.0,69.0,6.55,89.5,187.0,238.0,55,1,72.2,7.1,65.8,6.0,81.0,183.0,243.0,98.0,191.0,233.0,0,Inbred,
705,3006,6,1,3,2,Inbred,LN,2022,BGEM-0049-S,BGEM_Tall_early,0.0,1.0,77.4,9.55,81.0,184.0,221.5,56,1,76.6,9.1,78.2,10.0,79.0,186.0,222.0,83.0,182.0,221.0,0,Inbred,
706,3007,7,1,3,2,Inbred,LN,2022,BGEM-0058-N,BGEM_Tall_early,0.0,1.0,68.65,7.6,99.5,168.0,208.0,57,1,67.5,7.3,69.8,7.9,101.0,171.0,212.0,98.0,165.0,204.0,0,Inbred,
707,3008,8,1,3,2,Inbred,LN,2022,BGEM-0007-S,BGEM_Tall_early,0.0,1.0,75.25,7.55,90.0,201.0,236.5,58,1,73.0,7.5,77.5,7.6,89.0,192.0,233.0,91.0,210.0,240.0,0,Inbred,
708,3009,9,1,3,2,Inbred,LN,2022,Mo17,BGEM_Tall_early,0.0,1.0,57.4,8.25,65.5,136.0,182.0,59,1,50.3,7.4,64.5,9.1,61.0,134.0,182.0,70.0,138.0,182.0,0,Inbred,
709,3010,10,1,3,2,Inbred,LN,2022,BGEM-0125-N,BGEM_Tall_early,0.0,1.0,62.2,8.600000000000001,71.5,160.5,196.5,60,1,63.0,8.8,61.4,8.4,72.0,164.0,201.0,71.0,157.0,192.0,0,Inbred,
710,3011,11,1,3,2,Inbred,LN,2022,BGEM-0206-N,BGEM_Tall_early,0.0,1.0,54.25,6.8,84.5,143.0,180.0,61,1,54.0,6.3,54.5,7.3,81.0,144.0,179.0,88.0,142.0,181.0,0,Inbred,
711,3012,12,1,3,2,Inbred,LN,2022,BGEM-0092-S,BGEM_Tall_early,0.0,1.0,70.94999999999999,6.15,72.0,183.0,220.0,62,1,70.6,5.7,71.3,6.6,70.0,184.0,220.0,74.0,182.0,220.0,0,Inbred,
712,3013,13,1,3,2,Inbred,LN,2022,BGEM-0280-S,BGEM_Tall_early,0.0,1.0,77.1,10.6,78.5,165.0,211.5,63,1,71.2,11.0,83.0,10.2,78.0,161.0,208.0,79.0,169.0,215.0,0,Inbred,
713,3014,14,1,3,2,Inbred,LN,2022,BGEM-0295-S,BGEM_Tall_early,0.0,1.0,71.05000000000001,7.95,74.0,177.0,227.0,64,1,70.4,7.5,71.7,8.4,68.0,170.0,220.0,80.0,184.0,234.0,0,Inbred,
714,3015,15,1,3,2,Inbred,LN,2022,BGEM-0148-S,BGEM_Tall_early,0.0,1.0,74.95,8.0,55.0,174.0,214.0,65,1,75.4,8.0,74.5,8.0,55.0,169.0,210.0,55.0,179.0,218.0,0,Inbred,
715,3016,16,1,3,2,Inbred,LN,2022,BGEM-0045-N,BGEM_Tall_early,0.0,1.0,72.65,7.55,82.5,181.0,226.5,66,1,73.0,7.5,72.3,7.6,81.0,181.0,226.0,84.0,181.0,227.0,0,Inbred,
716,3017,17,1,3,2,Inbred,LN,2022,B73,BGEM_Tall_early,0.0,1.0,72.25,7.449999999999999,76.0,157.0,191.5,67,1,76.0,8.1,68.5,6.8,80.0,160.0,200.0,72.0,154.0,183.0,0,Inbred,
717,3018,18,1,3,2,Inbred,LN,2022,BGEM-0300-S,BGEM_Tall_early,0.0,1.0,70.35,9.45,82.0,171.5,213.5,68,1,69.2,10.0,71.5,8.9,87.0,170.0,211.0,77.0,173.0,216.0,0,Inbred,
718,3019,19,1,3,2,Inbred,LN,2022,BGEM-0078-N,BGEM_Tall_early,0.0,1.0,72.44999999999999,6.6,66.5,174.0,209.5,69,1,71.6,6.5,73.3,6.7,71.0,178.0,212.0,62.0,170.0,207.0,0,Inbred,
719,3020,20,1,3,2,Inbred,LN,2022,BGEM-0299-N,BGEM_Tall_early,0.0,1.0,62.5,6.5,58.0,147.0,176.0,70,1,64.6,6.6,60.4,6.4,59.0,150.0,179.0,57.0,144.0,173.0,0,Inbred,
720,3021,21,1,3,2,Inbred,LN,2022,BGEM-0302-S,BGEM_Tall_early,0.0,1.0,73.0,7.75,49.5,149.5,194.5,71,1,73.0,7.5,73.0,8.0,50.0,150.0,198.0,49.0,149.0,191.0,0,Inbred,
721,3022,22,1,3,2,Inbred,LN,2022,BGEM-0145-N,BGEM_Tall_early,0.0,1.0,67.75,6.5,68.5,159.0,187.5,72,1,71.5,6.5,64.0,6.5,67.0,160.0,192.0,70.0,158.0,183.0,0,Inbred,
722,3023,23,1,3,2,Inbred,LN,2022,BGEM-0199-S,BGEM_Tall_early,0.0,1.0,63.75,7.75,75.0,166.5,209.0,73,1,56.0,7.1,71.5,8.4,70.0,159.0,199.0,80.0,174.0,219.0,0,Inbred,
723,3024,24,1,3,2,Inbred,LN,2022,BGEM-0122-N,BGEM_Tall_early,0.0,1.0,66.15,7.4,68.0,155.5,194.0,74,1,67.5,7.4,64.8,7.4,66.0,161.0,198.0,70.0,150.0,190.0,0,Inbred,
724,3025,25,1,3,2,Inbred,LN,2022,Mo17,BGEM_Tall_early,0.0,2.0,61.25,8.5,70.0,148.5,191.5,75,1,62.0,8.6,60.5,8.4,70.0,147.0,190.0,70.0,150.0,193.0,0,Inbred,
725,3026,26,1,3,2,Inbred,LN,2022,BGEM-0242-N,BGEM_Short_late,0.0,2.0,63.6,7.2,58.5,132.0,171.0,76,1,64.7,7.4,62.5,7.0,60.0,140.0,180.0,57.0,124.0,162.0,0,Inbred,
726,3027,27,1,3,2,Inbred,LN,2022,BGEM-0249-N,BGEM_Short_late,0.0,2.0,61.75,6.0,67.5,155.0,184.5,77,1,58.0,6.0,65.5,6.0,65.0,161.0,195.0,70.0,149.0,174.0,0,Inbred,
727,3028,28,1,3,2,Inbred,LN,2022,BGEM-0164-S,BGEM_Short_late,0.0,2.0,65.5,7.5,60.5,143.0,183.0,78,1,59.7,7.2,71.3,7.8,61.0,136.0,180.0,60.0,150.0,186.0,0,Inbred,
728,3029,29,1,3,2,Inbred,LN,2022,BGEM-0262-S,BGEM_Short_late,0.0,2.0,72.5,7.2,93.0,171.5,211.0,79,1,69.0,7.7,76.0,6.7,95.0,166.0,202.0,91.0,177.0,220.0,0,Inbred,
729,3030,30,1,3,2,Inbred,LN,2022,BGEM-0268-S,BGEM_Short_late,0.0,2.0,73.25,8.6,86.0,185.0,229.0,80,1,73.0,8.0,73.5,9.2,80.0,174.0,217.0,92.0,196.0,241.0,0,Inbred,
730,3031,31,1,3,2,Inbred,LN,2022,BGEM-0181-N,BGEM_Short_late,0.0,1.0,63.6,6.85,81.0,166.0,199.0,81,1,65.0,7.0,62.2,6.7,80.0,169.0,201.0,82.0,163.0,197.0,0,Inbred,
731,3032,32,1,3,2,Inbred,LN,2022,BGEM-0120-N,BGEM_Short_late,0.0,1.0,78.25,8.15,79.0,142.5,177.5,82,1,77.5,8.8,79.0,7.5,80.0,142.0,177.0,78.0,143.0,178.0,0,Inbred,
732,3033,33,1,3,2,Inbred,LN,2022,B73,BGEM_Short_late,0.0,1.0,76.35,8.350000000000001,87.0,166.0,201.5,83,1,74.5,8.3,78.2,8.4,88.0,160.0,192.0,86.0,172.0,211.0,0,Inbred,
733,3034,34,1,3,2,Inbred,LN,2022,BGEM-0228-N,BGEM_Short_late,0.0,1.0,68.15,6.9,77.0,165.5,195.0,84,1,66.4,7.0,69.9,6.8,70.0,161.0,189.0,84.0,170.0,201.0,0,Inbred,
734,3035,35,1,3,2,Inbred,LN,2022,BGEM-0220-S,BGEM_Short_late,0.0,1.0,66.55,8.1,75.0,158.5,202.5,85,1,70.5,8.7,62.6,7.5,78.0,175.0,217.0,72.0,142.0,188.0,0,Inbred,
735,3036,36,1,3,2,Inbred,LN,2022,BGEM-0026-S,BGEM_Short_late,0.0,2.0,63.5,8.8,51.5,105.0,131.0,86,1,68.5,9.3,58.5,8.3,57.0,110.0,140.0,46.0,100.0,122.0,0,Inbred,
736,3037,37,1,3,2,Inbred,LN,2022,BGEM-0259-N,BGEM_Short_late,0.0,2.0,73.7,6.449999999999999,75.0,177.0,212.5,87,1,76.0,6.3,71.4,6.6,80.0,186.0,222.0,70.0,168.0,203.0,0,Inbred,
737,3038,38,1,3,2,Inbred,LN,2022,BGEM-0246-N,BGEM_Short_late,0.0,2.0,67.85,6.25,50.5,147.0,178.0,88,1,67.0,6.5,68.7,6.0,50.0,144.0,176.0,51.0,150.0,180.0,0,Inbred,
738,3039,39,1,3,2,Inbred,LN,2022,BGEM-0281-N,BGEM_Short_late,0.0,2.0,66.15,6.9,100.5,202.0,233.5,89,1,72.0,7.6,60.3,6.2,99.0,200.0,233.0,102.0,204.0,234.0,0,Inbred,
739,3040,40,1,3,2,Inbred,LN,2022,BGEM-0073-S,BGEM_Short_late,0.0,2.0,62.0,7.9,60.5,127.0,170.0,90,1,61.5,8.0,62.5,7.8,61.0,127.0,175.0,60.0,127.0,165.0,0,Inbred,
740,3041,41,1,3,2,Inbred,LN,2022,Mo17,BGEM_Short_late,0.0,2.0,61.85,8.75,62.5,139.5,182.5,91,1,61.0,8.9,62.7,8.6,61.0,139.0,184.0,64.0,140.0,181.0,0,Inbred,
741,3042,42,1,3,2,Inbred,LN,2022,BGEM-0048-S,BGEM_Short_late,0.0,2.0,68.85,8.850000000000001,64.5,146.5,185.5,92,1,64.7,8.3,73.0,9.4,69.0,141.0,179.0,60.0,152.0,192.0,0,Inbred,
742,3043,43,1,3,2,Inbred,LN,2022,BGEM-0230-N,BGEM_Short_late,0.0,2.0,66.7,6.4,49.5,135.0,171.5,93,1,66.0,6.4,67.4,6.4,48.0,135.0,172.0,51.0,135.0,171.0,0,Inbred,
743,3044,44,1,3,2,Inbred,LN,2022,BGEM-0071-S,BGEM_Short_late,0.0,2.0,54.7,7.25,68.5,138.5,170.0,94,1,53.0,7.0,56.4,7.5,69.0,138.0,168.0,68.0,139.0,172.0,0,Inbred,
744,3045,45,1,3,2,Inbred,LN,2022,BGEM-0306-S,BGEM_Short_late,0.0,2.0,64.5,10.1,76.5,174.0,207.0,95,1,64.0,9.5,65.0,10.7,81.0,179.0,213.0,72.0,169.0,201.0,0,Inbred,
745,3046,46,1,3,2,Inbred,LN,2022,BGEM-0035-S,BGEM_Short_late,0.0,2.0,67.55000000000001,8.75,66.5,157.0,200.5,96,1,67.2,8.9,67.9,8.6,71.0,159.0,200.0,62.0,155.0,201.0,0,Inbred,
746,3047,47,1,3,2,Inbred,LN,2022,BGEM-0269-S,BGEM_Short_late,0.0,2.0,,,,,,97,1,,,,,,,,,,,,Inbred,
747,3048,48,1,3,2,Inbred,LN,2022,BGEM-0036-S,BGEM_Short_late,0.0,2.0,66.0,8.35,68.5,142.5,181.0,98,1,67.0,8.2,65.0,8.5,74.0,145.0,181.0,63.0,140.0,181.0,0,Inbred,
748,3049,49,1,3,2,Inbred,LN,2022,B73,BGEM_Short_late,0.0,2.0,71.1,7.75,78.5,155.5,193.0,99,1,71.5,7.8,70.7,7.7,67.0,151.0,190.0,90.0,160.0,196.0,0,Inbred,
749,3050,50,1,3,2,Inbred,LN,2022,BGEM-0102-N,BGEM_Short_late,0.0,2.0,76.0,6.4,48.0,149.5,188.0,100,1,73.5,5.8,78.5,7.0,56.0,149.0,186.0,40.0,150.0,190.0,0,Inbred,
750,3051,1,2,3,2,Inbred,LN,2022,BGEM-0054-S,BGEM_Tall_early,0.0,1.0,76.85,8.65,80.0,195.0,236.5,51,2,76.6,8.9,77.1,8.4,70.0,190.0,230.0,90.0,200.0,243.0,0,Inbred,
751,3052,2,2,3,2,Inbred,LN,2022,BGEM-0146-N,BGEM_Tall_early,0.0,2.0,66.65,6.35,70.0,193.5,240.0,52,2,67.2,6.6,66.1,6.1,70.0,200.0,238.0,70.0,187.0,242.0,0,Inbred,
752,3053,3,2,3,2,Inbred,LN,2022,BGEM-0243-S,BGEM_Tall_early,0.0,1.0,67.69999999999999,9.0,74.5,170.5,209.0,53,2,65.3,8.8,70.1,9.2,67.0,170.0,208.0,82.0,171.0,210.0,0,Inbred,
753,3054,4,2,3,2,Inbred,LN,2022,BGEM-0130-N,BGEM_Tall_early,0.0,1.0,66.65,7.199999999999999,65.5,148.5,193.0,54,2,66.9,7.1,66.4,7.3,70.0,152.0,196.0,61.0,145.0,190.0,0,Inbred,
754,3055,5,2,3,2,Inbred,LN,2022,BGEM-0304-N,BGEM_Tall_early,0.0,1.0,79.35,7.6,97.0,187.5,235.0,55,2,79.0,8.2,79.7,7.0,108.0,192.0,235.0,86.0,183.0,235.0,0,Inbred,
755,3056,6,2,3,2,Inbred,LN,2022,BGEM-0086-N,BGEM_Tall_early,0.0,1.0,67.05,7.35,80.0,176.0,221.5,56,2,67.5,6.9,66.6,7.8,90.0,170.0,224.0,70.0,182.0,219.0,0,Inbred,
756,3057,7,2,3,2,Inbred,LN,2022,BGEM-0283-N,BGEM_Tall_early,0.0,1.0,66.35,7.15,70.0,160.0,193.5,57,2,65.5,7.0,67.2,7.3,71.0,160.0,192.0,69.0,160.0,195.0,0,Inbred,
757,3058,8,2,3,2,Inbred,LN,2022,Mo17,BGEM_Tall_early,0.0,1.0,61.650000000000006,8.3,72.5,142.5,195.0,58,2,62.7,8.4,60.6,8.2,75.0,145.0,190.0,70.0,140.0,200.0,0,Inbred,
758,3059,9,2,3,2,Inbred,LN,2022,BGEM-0046-N,BGEM_Tall_early,0.0,1.0,70.1,7.4,63.5,163.5,201.5,59,2,71.2,7.6,69.0,7.2,67.0,166.0,203.0,60.0,161.0,200.0,0,Inbred,
759,3060,10,2,3,2,Inbred,LN,2022,BGEM-0138-S,BGEM_Tall_early,0.0,1.0,74.25,8.4,82.5,176.0,220.0,60,2,80.0,9.5,68.5,7.3,80.0,182.0,230.0,85.0,170.0,210.0,0,Inbred,
760,3061,11,2,3,2,Inbred,LN,2022,BGEM-0217-S,BGEM_Tall_early,0.0,1.0,76.80000000000001,9.05,75.0,157.5,195.5,61,2,74.2,9.0,79.4,9.1,70.0,135.0,179.0,80.0,180.0,212.0,0,Inbred,
761,3062,12,2,3,2,Inbred,LN,2022,BGEM-0127-N,BGEM_Tall_early,0.0,1.0,64.85,6.449999999999999,75.0,161.5,201.5,62,2,62.5,6.1,67.2,6.8,80.0,152.0,200.0,70.0,171.0,203.0,0,Inbred,
762,3063,13,2,3,2,Inbred,LN,2022,BGEM-0182-N,BGEM_Tall_early,0.0,1.0,64.85,6.5,70.5,179.5,220.0,63,2,63.6,6.1,66.1,6.9,70.0,180.0,220.0,71.0,179.0,220.0,0,Inbred,
763,3064,14,2,3,2,Inbred,LN,2022,BGEM-0313-S,BGEM_Tall_early,0.0,1.0,72.8,9.2,82.5,190.0,231.5,64,2,76.6,9.2,69.0,9.2,80.0,189.0,230.0,85.0,191.0,233.0,0,Inbred,
764,3065,15,2,3,2,Inbred,LN,2022,BGEM-0025-S,BGEM_Tall_early,0.0,1.0,85.85,8.149999999999999,82.5,199.0,245.0,65,2,84.5,8.1,87.2,8.2,82.0,198.0,240.0,83.0,200.0,250.0,0,Inbred,
765,3066,16,2,3,2,Inbred,LN,2022,B73,BGEM_Tall_early,0.0,1.0,74.25,7.699999999999999,85.0,158.5,195.0,66,2,71.4,7.6,77.1,7.8,88.0,160.0,200.0,82.0,157.0,190.0,0,Inbred,
766,3067,17,2,3,2,Inbred,LN,2022,BGEM-0261-S,BGEM_Tall_early,0.0,1.0,66.1,8.0,49.5,122.0,160.5,67,2,74.7,8.8,57.5,7.2,40.0,125.0,179.0,59.0,119.0,142.0,0,Inbred,
767,3068,18,2,3,2,Inbred,LN,2022,BGEM-0278-S,BGEM_Tall_early,0.0,2.0,69.8,9.5,79.5,177.5,216.5,68,2,70.6,9.5,69.0,,75.0,170.0,209.0,84.0,185.0,224.0,0,Inbred,
768,3069,19,2,3,2,Inbred,LN,2022,BGEM-0062-N,BGEM_Tall_early,0.0,2.0,72.25,7.3,71.5,183.0,226.5,69,2,74.0,7.1,70.5,7.5,73.0,186.0,230.0,70.0,180.0,223.0,0,Inbred,
769,3070,20,2,3,2,Inbred,LN,2022,BGEM-0272-S,BGEM_Tall_early,0.0,1.0,68.75,9.25,64.5,170.0,209.0,70,2,67.5,8.6,70.0,9.9,61.0,160.0,198.0,68.0,180.0,220.0,0,Inbred,
770,3071,21,2,3,2,Inbred,LN,2022,BGEM-0053-S,BGEM_Tall_early,0.0,1.0,64.9,6.4,94.0,162.0,190.0,71,2,63.0,7.0,66.8,5.8,90.0,165.0,195.0,98.0,159.0,185.0,0,Inbred,
771,3072,22,2,3,2,Inbred,LN,2022,BGEM-0091-N,BGEM_Tall_early,0.0,1.0,68.35,5.6,67.0,132.5,170.5,72,2,67.7,6.2,69.0,5.0,69.0,129.0,162.0,65.0,136.0,179.0,0,Inbred,
772,3073,23,2,3,2,Inbred,LN,2022,BGEM-0205-N,BGEM_Tall_early,0.0,1.0,57.75,7.35,71.0,159.0,199.5,73,2,60.8,7.6,54.7,7.1,63.0,163.0,199.0,79.0,155.0,200.0,0,Inbred,
773,3074,24,2,3,2,Inbred,LN,2022,Mo17,BGEM_Tall_early,0.0,1.0,64.1,8.05,70.0,147.5,194.5,74,2,64.2,8.1,64.0,8.0,70.0,140.0,189.0,70.0,155.0,200.0,0,Inbred,
774,3075,25,2,3,2,Inbred,LN,2022,BGEM-0078-S,BGEM_Tall_early,0.0,1.0,64.15,5.75,55.0,137.0,171.0,75,2,67.1,5.2,61.2,6.3,50.0,139.0,172.0,60.0,135.0,170.0,0,Inbred,
775,3076,26,2,3,2,Inbred,LN,2022,BGEM-0305-S,BGEM_Short_late,0.0,1.0,69.4,5.300000000000001,57.5,146.0,185.5,76,2,70.0,5.4,68.8,5.2,60.0,150.0,190.0,55.0,142.0,181.0,0,Inbred,
776,3077,27,2,3,2,Inbred,LN,2022,BGEM-0089-N,BGEM_Short_late,0.0,1.0,,,,,,77,2,,,,,,,,,,,0,Inbred,
777,3078,28,2,3,2,Inbred,LN,2022,BGEM-0174-N,BGEM_Short_late,0.0,2.0,62.25,7.199999999999999,58.0,127.0,159.0,78,2,64.7,7.6,59.8,6.8,60.0,125.0,158.0,56.0,129.0,160.0,0,Inbred,
778,3079,29,2,3,2,Inbred,LN,2022,BGEM-0067-S,BGEM_Short_late,0.0,2.0,65.75,7.8,61.0,141.0,179.5,79,2,68.8,8.0,62.7,7.6,63.0,152.0,192.0,59.0,130.0,167.0,0,Inbred,
779,3080,30,2,3,2,Inbred,LN,2022,BGEM-0288-S,BGEM_Short_late,0.0,2.0,76.45,9.45,97.5,190.0,235.5,80,2,76.0,9.0,76.9,9.9,100.0,190.0,232.0,95.0,190.0,239.0,0,Inbred,
780,3081,31,2,3,2,Inbred,LN,2022,BGEM-0161-S,BGEM_Short_late,0.0,2.0,78.25,8.0,90.0,160.5,203.5,81,2,76.8,8.2,79.7,7.8,92.0,161.0,207.0,88.0,160.0,200.0,0,Inbred,
781,3082,32,2,3,2,Inbred,LN,2022,B73,BGEM_Short_late,0.0,2.0,72.55,8.0,90.0,165.0,205.0,82,2,74.0,8.2,71.1,7.8,90.0,169.0,210.0,90.0,161.0,200.0,0,Inbred,
782,3083,33,2,3,2,Inbred,LN,2022,BGEM-0088-N,BGEM_Short_late,0.0,2.0,75.4,8.5,75.0,151.0,184.0,83,2,75.1,8.9,75.7,8.1,80.0,155.0,188.0,70.0,147.0,180.0,0,Inbred,
783,3084,34,2,3,2,Inbred,LN,2022,BGEM-0187-S,BGEM_Short_late,0.0,2.0,73.5,7.4,50.0,130.0,161.0,84,2,74.5,7.4,72.5,7.4,40.0,130.0,160.0,60.0,130.0,162.0,0,Inbred,
784,3085,35,2,3,2,Inbred,LN,2022,BGEM-0170-S,BGEM_Short_late,0.0,2.0,71.80000000000001,9.149999999999999,59.5,142.5,185.5,85,2,70.2,9.2,73.4,9.1,59.0,140.0,180.0,60.0,145.0,191.0,0,Inbred,
785,3086,36,2,3,2,Inbred,LN,2022,BGEM-0107-N,BGEM_Short_late,0.0,2.0,70.25,9.35,76.0,170.5,205.5,86,2,66.0,8.7,74.5,10.0,72.0,169.0,201.0,80.0,172.0,210.0,0,Inbred,
786,3087,37,2,3,2,Inbred,LN,2022,BGEM-0225-N,BGEM_Short_late,0.0,1.0,66.15,6.95,62.0,139.5,185.0,87,2,66.8,7.2,65.5,6.7,62.0,145.0,190.0,62.0,134.0,180.0,0,Inbred,
787,3088,38,2,3,2,Inbred,LN,2022,BGEM-0226-S,BGEM_Short_late,0.0,1.0,69.55000000000001,8.85,65.0,151.5,188.0,88,2,69.9,8.2,69.2,9.5,65.0,153.0,186.0,65.0,150.0,190.0,0,Inbred,
788,3089,39,2,3,2,Inbred,LN,2022,BGEM-0169-S,BGEM_Short_late,0.0,1.0,70.15,9.25,52.5,138.0,175.0,89,2,71.0,9.7,69.3,8.8,55.0,141.0,180.0,50.0,135.0,170.0,0,Inbred,
789,3090,40,2,3,2,Inbred,LN,2022,Mo17,BGEM_Short_late,0.0,1.0,58.5,8.5,70.0,137.0,182.0,90,2,58.0,8.2,59.0,8.8,71.0,140.0,184.0,69.0,134.0,180.0,0,Inbred,
790,3091,41,2,3,2,Inbred,LN,2022,BGEM-0191-N,BGEM_Short_late,0.0,1.0,54.25,6.3,61.5,119.5,150.0,91,2,53.0,6.1,55.5,6.5,62.0,118.0,149.0,61.0,121.0,151.0,0,Inbred,
