,UID,genotype,PLOT.ID,rows,ranges,Block,Rep,Group,Trt,year,note,Calibration,leaf_length,leaf_width,ear_height,flag_leaf,plant_height
138,B162,BGEM-0199-S,1210.0,10.0,5.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,97.1946273197677,59.7093497674337,84.0492538211289,137.17576353423,195.392188639053
139,B163,BGEM-0200-S,1291.0,41.0,6.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,97.1946273163498,60.2563909251346,80.6390603160768,130.769617335758,181.216748953113
140,B165,BGEM-0202-N,1177.0,27.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,97.1946273121791,58.2353169854899,79.3598764051898,124.179121606394,166.589699467571
141,B169,BGEM-0206-N,1173.0,23.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,97.1946273129361,58.5557916159869,73.7023417043524,126.183657898275,173.530118568985
142,B170,BGEM-0207-N,1178.0,28.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,97.1946273102568,58.8016121438696,78.8677493719663,121.49453156279,166.834615833948
143,B171,BGEM-0208-N,1157.0,7.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,97.1946273271389,61.890754714447,98.4160949540908,142.607866563342,221.355468206194
144,B173,BGEM-0210-N,1014.0,14.0,1.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,97.1946273183305,59.3757367946708,83.2882203551582,123.176721032173,173.451614410741
145,B175,BGEM-0212-N,1312.0,12.0,7.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,97.1946273137913,58.8560633348478,80.1434630636785,133.062464626218,182.364884918692
146,B176,BGEM-0213-S,1060.0,10.0,2.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,97.1946273105164,57.4866274070803,90.1114981372021,114.938601370468,188.0078790714
147,B177,BGEM-0214-S,1043.0,43.0,1.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,97.1946273157921,58.5728802300607,71.0920224790477,119.789298402045,160.598442231874
148,B180,BGEM-0217-S,1223.0,23.0,5.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,97.1946273205106,59.4262535059262,80.3742685789168,130.989647854051,180.318246181176
149,B181,BGEM-0218-S,1327.0,27.0,7.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,97.1946273131432,59.0383867036833,74.8000366004796,125.273696946061,172.091123970514
150,B182,BGEM-0219-S,1136.0,36.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,97.1946273182882,59.3563406916032,76.0664985291378,129.790260452898,175.192929825686
151,B183,BGEM-0220-S,1197.0,47.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,97.1946273162874,59.77141729725,72.309907803495,127.186323329058,179.023823738566
152,B185,BGEM-0222-S,1047.0,47.0,1.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,97.1946273093973,58.4369654061986,72.309907803495,125.73457077329,170.665509746828
153,B186,,,,,,,,,,,,,,,,
154,B187,BGEM-0224-N,1295.0,45.0,6.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,97.194627311396,59.2245892931323,73.2617774671345,114.304899858029,155.896890611522
155,B188,BGEM-0225-N,1249.0,49.0,5.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,97.1946273153634,59.0344364318753,73.0287256563692,121.102788809646,167.634488716538
156,B189,BGEM-0226-S,1250.0,50.0,5.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,97.1946273215772,60.326216896178,73.6602215111109,122.831065661752,180.171959704146
157,B190,BGEM-0227-N,1146.0,46.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,97.1946273141316,58.5688589070583,73.6052839157856,123.015415192643,167.879405082915
158,B191,BGEM-0228-N,1196.0,46.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,97.1946273180769,59.2050510876759,78.9810947817918,129.317864779989,176.934245240632
159,B194,BGEM-0231-N,1013.0,13.0,1.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,97.1946273203313,58.5882550101259,72.9737880610439,104.246328578773,160.043485715661
160,B195,BGEM-0233-S,1115.0,15.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,97.1946273211182,59.6319074575521,81.0016497380711,138.523819478873,195.598882072278
161,B197,BGEM-0236-S,1165.0,15.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,97.1946273148481,59.348724352765,82.329410253169,128.983731255249,182.364884918692
162,B198,BGEM-0237-N,1009.0,9.0,1.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,97.1946273151301,59.2308943773124,100.69116342833,138.077244717861,194.478086341405
163,B201,BGEM-0242-N,1188.0,38.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,97.1946273125394,58.3244680084065,69.6058101690883,117.266014197971,159.695222632672
164,B202,BGEM-0243-S,1215.0,15.0,5.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,97.1946273149207,58.9955731745457,74.4310861873709,129.098949712056,177.108376782126
165,B204,BGEM-0246-N,1200.0,50.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,97.19462731075,58.3167095671794,64.6995731437875,118.452764303083,155.341934095308
166,B205,BGEM-0247-N,1329.0,29.0,7.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,97.1946273165671,58.3440062138629,69.9423761793897,117.358188963416,155.374495987038
