UID,genotype,PLOT.ID,rows,ranges,Block,Rep,Group,Trt,year,note,Calibration,ASD,leaf_length,leaf_width,ear_height,flag_leaf,plant_height
B044,BGEM-0047-S,1032.0,32.0,1.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,2.0,70.0,8.5,53.5,146.5,184.5
B045,BGEM-0048-S,1229.0,29.0,5.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,1.0,75.55,10.0,75.5,168.5,205.5
B046,BGEM-0049-S,1168.0,18.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,1.0,80.5,9.95,84.0,184.0,228.0
B047,BGEM-0050-S,1133.0,33.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,1.0,87.95,9.65,80.0,182.5,231.5
B048,BGEM-0051-S,1064.0,14.0,2.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,2.0,77.75,8.85,92.5,181.0,222.0
B049,BGEM-0052-S,1109.0,9.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,2.0,64.7,5.25,66.0,128.5,150.0
B050,BGEM-0055-S,1142.0,42.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,1.0,77.1,8.15,68.0,160.0,203.5
B051,BGEM-0056-S,1061.0,11.0,2.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,2.0,71.75,8.75,73.0,149.5,192.0
B052,BGEM-0057-S,1161.0,11.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,1.0,75.3,9.4,74.5,150.0,195.0
B053,BGEM-0059-S,1331.0,31.0,7.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,1.0,70.15,7.4,82.5,174.5,214.5
B054,BGEM-0060-S,1107.0,7.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,2.0,73.8,8.95,93.0,185.0,228.0
B055,BGEM-0061-N,1118.0,18.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,1.0,57.3,6.85,89.5,168.5,197.5
B056,BGEM-0062-N,1256.0,6.0,6.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,1.0,75.85,7.3,79.5,164.0,210.0
B057,BGEM-0063-N,1272.0,22.0,6.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,1.0,83.05,6.35,103.0,222.5,262.5
B058,BGEM-0064-N,1159.0,9.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,2.0,69.25,5.3,116.5,198.5,234.5
B059,BGEM-0065-N,1015.0,15.0,1.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,2.0,65.75,6.6,112.0,189.0,230.0
B060,BGEM-0066-N,1137.0,37.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,2.0,76.15,7.15,67.5,140.0,181.5
B061,BGEM-0067-S,1241.0,41.0,5.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,2.0,73.9,8.8,72.5,166.5,205.0
B062,BGEM-0068-S,1077.0,27.0,2.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,1.0,77.45,8.85,70.0,161.0,197.5
B064,BGEM-0069-S,1019.0,19.0,1.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,1.0,75.65,8.9,83.5,175.5,218.0
B065,BGEM-0070-S,1102.0,2.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,1.0,66.15,7.65,48.0,140.0,173.5
B066,BGEM-0071-S,1231.0,31.0,5.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,1.0,66.0,8.55,86.5,156.0,195.5
B067,BGEM-0072-S,1154.0,4.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,1.0,74.7,9.65,58.5,171.0,217.0
B068,BGEM-0073-S,1227.0,27.0,5.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,1.0,64.85,9.4,90.0,156.5,199.0
B071,BGEM-0077-S,1088.0,38.0,2.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,1.0,70.0,6.9,56.0,160.5,198.0
B072,BGEM-0078-N,1206.0,6.0,5.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,2.0,69.15,6.7,75.0,187.0,220.5
B073,BGEM-0079-S,1048.0,48.0,1.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,2.0,75.25,8.6,59.5,170.0,211.5
B074,BGEM-0080-S,1040.0,40.0,1.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,1.0,62.75,8.4,74.0,179.0,215.0
B075,BGEM-0081-S,1308.0,8.0,7.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,1.0,77.25,7.45,90.0,171.0,240.0
B076,BGEM-0082-S,1045.0,45.0,1.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,2.0,67.75,8.75,37.5,113.5,145.5
B077,BGEM-0083-S,1186.0,36.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,1.0,81.25,8.9,90.0,184.0,220.0
B078,BGEM-0085-N,1089.0,39.0,2.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,1.0,70.75,6.6,90.5,161.0,192.5
B079,BGEM-0086-N,1218.0,18.0,5.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,2.0,77.05,7.25,92.5,181.0,218.5
B080,BGEM-0087-N,1119.0,19.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,1.0,63.0,7.35,102.0,190.5,228.0
B081,BGEM-0088-N,1245.0,45.0,5.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,2.0,83.8,9.3,82.5,165.0,195.5
B082,BGEM-0089-N,1239.0,39.0,5.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,2.0,78.8,7.65,55.0,150.0,182.0
B083,BGEM-0090-N,1340.0,40.0,7.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,1.0,80.35,8.0,90.0,160.0,236.0
B085,BGEM-0095-S,1148.0,48.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,1.0,75.4,8.3,74.0,162.0,197.5
B086,BGEM-0097-S,1343.0,43.0,7.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,1.0,70.5,9.15,64.5,159.5,191.0
B087,BGEM-0099-S,1050.0,50.0,1.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,1.0,60.0,7.6,70.0,130.0,163.0
B090,BGEM-0107-N,1248.0,48.0,5.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,2.0,72.0,8.5,70.0,170.0,206.0
B091,BGEM-0108-S,1333.0,33.0,7.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,1.0,79.75,8.5,79.0,171.0,210.5
B092,BGEM-0110-N,1273.0,23.0,6.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,1.0,73.5,7.35,75.0,177.5,223.5
B093,BGEM-0111-S,1132.0,32.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,1.0,71.95,6.95,60.0,161.0,206.0
B094,BGEM-0112-S,1099.0,49.0,2.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,2.0,72.15,7.7,75.0,150.0,197.0
B095,BGEM-0113-S,1029.0,29.0,1.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,1.0,73.55,6.6,63.0,160.0,206.5
B096,BGEM-0114-S,1046.0,46.0,1.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,2.0,70.6,7.7,67.5,155.0,194.5
B097,BGEM-0115-S,1185.0,35.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,1.0,72.2,7.65,68.0,165.0,212.5
B098,BGEM-0116-S,1179.0,29.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,2.0,70.45,7.2,71.0,156.0,199.0
B099,BGEM-0117-S,1087.0,37.0,2.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,1.0,69.0,7.45,62.0,163.5,209.0
B100,BGEM-0118-S,1037.0,37.0,1.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,1.0,67.9,7.05,54.0,151.5,195.5
B102,BGEM-0122-N,1211.0,11.0,5.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,2.0,68.55,7.7,76.0,162.5,193.5
B103,BGEM-0123-N,1085.0,35.0,2.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,1.0,63.15,7.3,93.5,181.0,224.0
B104,BGEM-0124-N,1116.0,16.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,2.0,66.35,6.85,103.5,196.5,236.0
B105,BGEM-0125-N,1172.0,22.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,1.0,63.5,8.4,93.0,180.0,223.5
B107,BGEM-0129-N,1135.0,35.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,1.0,72.25,9.4,67.5,145.5,183.5
B109,BGEM-0131-N,1110.0,10.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,2.0,69.65,7.05,65.0,164.5,195.0
B110,BGEM-0133-S,1323.0,23.0,7.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,1.0,67.55,8.9,83.5,175.0,222.5
B111,BGEM-0134-S,1071.0,21.0,2.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,2.0,77.5,10.4,100.0,198.0,235.5
B112,BGEM-0136-S,1034.0,34.0,1.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,2.0,57.8,9.05,75.5,139.0,177.0
B113,BGEM-0137-S,1128.0,28.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,2.0,70.25,9.2,62.0,169.5,215.0
B114,BGEM-0138-S,1222.0,22.0,5.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,2.0,71.55,8.15,90.0,191.0,232.5
B115,BGEM-0140-N,1030.0,30.0,1.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,1.0,75.3,7.5,55.0,151.5,188.0
B117,BGEM-0143-N,1266.0,16.0,6.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,2.0,79.5,8.45,85.5,188.5,227.5
B118,BGEM-0144-N,1164.0,14.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,1.0,62.0,7.55,94.0,166.0,205.5
B119,BGEM-0145-N,1209.0,9.0,5.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,2.0,70.3,6.5,73.5,107.5,171.0
B120,BGEM-0146-N,1214.0,14.0,5.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,2.0,68.75,6.5,92.5,182.0,220.0
B121,BGEM-0147-S,1274.0,24.0,6.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,2.0,83.15,9.45,78.5,191.5,230.0
B122,BGEM-0148-S,1202.0,2.0,5.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,2.0,71.0,7.9,60.0,159.5,191.5
B123,BGEM-0149-S,1183.0,33.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,1.0,74.0,11.5,80.0,172.5,210.5
B124,BGEM-0150-S,1176.0,26.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,2.0,70.85,8.55,66.5,139.5,160.0
B125,BGEM-0151-N,1289.0,39.0,6.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,1.0,70.0,7.7,77.0,164.5,200.5
B128,BGEM-0154-S,1126.0,26.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,1.0,75.25,8.8,80.0,179.5,224.0
B130,BGEM-0156-S,1267.0,17.0,6.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,2.0,76.15,10.0,80.0,170.0,210.5
B131,BGEM-0157-N,1337.0,37.0,7.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,1.0,70.25,7.3,91.5,183.0,221.0
B132,BGEM-0158-S,1103.0,3.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,1.0,71.85,8.05,75.5,165.5,207.0
B134,BGEM-0159-S,1156.0,6.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,1.0,83.55,9.45,106.5,184.0,229.0
B136,BGEM-0162-S,1181.0,31.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,2.0,77.0,8.4,72.5,160.0,204.5
B137,BGEM-0164-S,1190.0,40.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,1.0,79.1,8.05,77.5,179.5,216.5
B138,BGEM-0165-S,1025.0,25.0,1.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,2.0,69.35,6.8,89.0,185.5,224.0
B139,BGEM-0166-S,1007.0,7.0,1.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,1.0,83.3,7.75,99.0,200.0,239.0
B140,BGEM-0167-S,1145.0,45.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,1.0,70.1,8.45,67.5,170.0,210.0
B142,BGEM-0170-S,1247.0,47.0,5.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,2.0,76.3,9.85,70.0,166.5,204.0
B143,BGEM-0172-S,1052.0,2.0,2.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,2.0,74.0,8.1,101.5,225.0,261.5
B144,BGEM-0173-S,1332.0,32.0,7.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,1.0,70.75,8.2,97.0,166.0,213.0
B145,BGEM-0174-N,1240.0,40.0,5.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,2.0,67.0,8.4,65.0,149.0,180.0
B146,BGEM-0175-S,1113.0,13.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,1.0,72.25,6.35,82.5,169.0,200.0
B147,BGEM-0178-S,1017.0,17.0,1.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,2.0,79.15,9.25,90.0,213.5,256.0
B148,BGEM-0179-S,1042.0,42.0,1.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,1.0,74.25,9.65,96.0,196.0,240.5
B149,BGEM-0182-N,1225.0,25.0,5.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,1.0,66.7,7.4,87.0,193.5,229.0
B150,BGEM-0184-N,1084.0,34.0,2.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,1.0,58.25,6.4,62.5,165.0,183.5
B151,BGEM-0186-S,1348.0,48.0,7.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,1.0,69.9,8.6,60.0,165.5,211.5
B152,BGEM-0187-S,1246.0,46.0,5.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,2.0,74.95,7.65,67.5,148.5,180.0
B153,BGEM-0188-S,1066.0,16.0,2.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,2.0,78.35,8.5,95.5,188.5,231.0
B154,BGEM-0190-N,1282.0,32.0,6.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,2.0,73.15,7.8,60.0,161.5,200.5
B155,BGEM-0191-N,1278.0,28.0,6.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,2.0,55.0,7.0,82.5,148.5,197.5
B160,BGEM-0197-S,1100.0,50.0,2.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,1.0,69.75,7.95,80.0,160.0,198.5
B161,BGEM-0198-S,1167.0,17.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,1.0,78.0,7.85,84.0,187.0,260.0
B162,BGEM-0199-S,1210.0,10.0,5.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,2.0,80.25,8.85,80.0,174.0,218.5
B163,BGEM-0200-S,1291.0,41.0,6.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,1.0,62.25,9.15,105.0,188.0,227.5
B165,BGEM-0202-N,1177.0,27.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,1.0,63.35,6.9,87.5,162.5,194.0
B169,BGEM-0206-N,1173.0,23.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,1.0,56.45,7.15,88.0,160.0,196.0
B170,BGEM-0207-N,1178.0,28.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,2.0,66.75,7.7,88.0,149.5,199.0
B171,BGEM-0208-N,1157.0,7.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,1.0,74.95,7.65,,,278.0
B173,BGEM-0210-N,1014.0,14.0,1.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,2.0,72.55,7.45,95.0,158.0,202.0
B175,BGEM-0212-N,1312.0,12.0,7.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,1.0,61.0,5.75,80.0,180.5,217.0
B176,BGEM-0213-S,1060.0,10.0,2.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,2.0,60.5,6.1,107.0,166.0,186.5
B177,BGEM-0214-S,1043.0,43.0,1.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,1.0,71.55,8.05,74.5,165.0,200.0
B180,BGEM-0217-S,1223.0,23.0,5.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,2.0,84.0,8.05,92.5,185.0,213.5
B181,BGEM-0218-S,1327.0,27.0,7.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,1.0,66.5,8.25,84.5,172.5,210.5
B182,BGEM-0219-S,1136.0,36.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,2.0,75.1,8.85,70.0,170.0,215.0
B183,BGEM-0220-S,1197.0,47.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,2.0,67.5,8.7,86.0,176.0,220.0
B185,BGEM-0222-S,1047.0,47.0,1.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,2.0,58.5,7.85,73.0,149.5,185.0
B186,BGEM-0223-N,1117.0,17.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,1.0,,,,,
B187,BGEM-0224-N,1295.0,45.0,6.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,1.0,71.1,8.25,90.0,146.5,206.5
B188,BGEM-0225-N,1249.0,49.0,5.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,2.0,74.55,8.75,82.0,156.5,204.0
B189,BGEM-0226-S,1250.0,50.0,5.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,2.0,83.95,9.2,81.0,165.0,239.5
B190,BGEM-0227-N,1146.0,46.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_early,0.0,2.0,75.55,8.4,75.0,154.5,200.5
B191,BGEM-0228-N,1196.0,46.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Short_late,0.0,2.0,74.6,7.5,89.0,173.5,212.5
B194,BGEM-0231-N,1013.0,13.0,1.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,2.0,81.3,6.45,68.5,147.5,182.5
B195,BGEM-0233-S,1115.0,15.0,3.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_late,0.0,1.0,70.15,6.1,95.5,186.0,222.5
B197,BGEM-0236-S,1165.0,15.0,4.0,1.0,1.0,Inbred,HN,2022.0,BGEM_Tall_early,0.0,1.0,70.75,8.45,103.5,169.0,219.5
